time(s)	,         LorenzX	,          LorenzY		,          LorenzZ		
25.55	,	[ -9.   -10.37]	,	[ -9.   -10.37  26.08]	,	[ -9.   -10.37  26.08]
25.56	,	[ -9.14 -10.44]	,	[ -9.14 -10.44  26.32]	,	[ -9.14 -10.44  26.32]
25.57	,	[ -9.27 -10.49]	,	[ -9.27 -10.49  26.57]	,	[ -9.27 -10.49  26.57]
25.58	,	[ -9.39 -10.52]	,	[ -9.39 -10.52  26.83]	,	[ -9.39 -10.52  26.83]
25.59	,	[ -9.5  -10.52]	,	[ -9.5  -10.52  27.11]	,	[ -9.5  -10.52  27.11]
25.6	,	[ -9.6 -10.5]	,	[ -9.6  -10.5   27.38]	,	[ -9.6  -10.5   27.38]
25.61	,	[ -9.69 -10.46]	,	[ -9.69 -10.46  27.66]	,	[ -9.69 -10.46  27.66]
25.62	,	[ -9.77 -10.39]	,	[ -9.77 -10.39  27.94]	,	[ -9.77 -10.39  27.94]
25.63	,	[ -9.83 -10.29]	,	[ -9.83 -10.29  28.21]	,	[ -9.83 -10.29  28.21]
25.64	,	[ -9.88 -10.17]	,	[ -9.88 -10.17  28.47]	,	[ -9.88 -10.17  28.47]
25.65	,	[ -9.91 -10.02]	,	[ -9.91 -10.02  28.71]	,	[ -9.91 -10.02  28.71]
25.66	,	[-9.92 -9.85]	,	[-9.92 -9.85 28.94]	,	[-9.92 -9.85 28.94]
25.67	,	[-9.91 -9.66]	,	[-9.91 -9.66 29.14]	,	[-9.91 -9.66 29.14]
25.68	,	[-9.88 -9.45]	,	[-9.88 -9.45 29.32]	,	[-9.88 -9.45 29.32]
25.69	,	[-9.84 -9.22]	,	[-9.84 -9.22 29.47]	,	[-9.84 -9.22 29.47]
25.7	,	[-9.78 -8.98]	,	[-9.78 -8.98 29.6 ]	,	[-9.78 -8.98 29.6 ]
25.71	,	[-9.7  -8.74]	,	[-9.7  -8.74 29.68]	,	[-9.7  -8.74 29.68]
25.72	,	[-9.6  -8.49]	,	[-9.6  -8.49 29.74]	,	[-9.6  -8.49 29.74]
25.73	,	[-9.49 -8.23]	,	[-9.49 -8.23 29.76]	,	[-9.49 -8.23 29.76]
25.74	,	[-9.37 -7.98]	,	[-9.37 -7.98 29.75]	,	[-9.37 -7.98 29.75]
25.75	,	[-9.23 -7.74]	,	[-9.23 -7.74 29.7 ]	,	[-9.23 -7.74 29.7 ]
25.76	,	[-9.08 -7.51]	,	[-9.08 -7.51 29.63]	,	[-9.08 -7.51 29.63]
25.77	,	[-8.92 -7.28]	,	[-8.92 -7.28 29.52]	,	[-8.92 -7.28 29.52]
25.78	,	[-8.76 -7.08]	,	[-8.76 -7.08 29.38]	,	[-8.76 -7.08 29.38]
25.79	,	[-8.59 -6.88]	,	[-8.59 -6.88 29.22]	,	[-8.59 -6.88 29.22]
25.8	,	[-8.42 -6.71]	,	[-8.42 -6.71 29.03]	,	[-8.42 -6.71 29.03]
25.81	,	[-8.25 -6.56]	,	[-8.25 -6.56 28.82]	,	[-8.25 -6.56 28.82]
25.82	,	[-8.08 -6.42]	,	[-8.08 -6.42 28.59]	,	[-8.08 -6.42 28.59]
25.83	,	[-7.91 -6.31]	,	[-7.91 -6.31 28.35]	,	[-7.91 -6.31 28.35]
25.84	,	[-7.75 -6.22]	,	[-7.75 -6.22 28.09]	,	[-7.75 -6.22 28.09]
25.85	,	[-7.6  -6.15]	,	[-7.6  -6.15 27.83]	,	[-7.6  -6.15 27.83]
25.86	,	[-7.45 -6.1 ]	,	[-7.45 -6.1  27.55]	,	[-7.45 -6.1  27.55]
25.87	,	[-7.32 -6.08]	,	[-7.32 -6.08 27.27]	,	[-7.32 -6.08 27.27]
25.88	,	[-7.2  -6.07]	,	[-7.2  -6.07 26.99]	,	[-7.2  -6.07 26.99]
25.89	,	[-7.08 -6.08]	,	[-7.08 -6.08 26.71]	,	[-7.08 -6.08 26.71]
25.9	,	[-6.98 -6.11]	,	[-6.98 -6.11 26.42]	,	[-6.98 -6.11 26.42]
25.91	,	[-6.89 -6.16]	,	[-6.89 -6.16 26.15]	,	[-6.89 -6.16 26.15]
25.92	,	[-6.82 -6.23]	,	[-6.82 -6.23 25.87]	,	[-6.82 -6.23 25.87]
25.93	,	[-6.76 -6.31]	,	[-6.76 -6.31 25.61]	,	[-6.76 -6.31 25.61]
25.94	,	[-6.72 -6.41]	,	[-6.72 -6.41 25.35]	,	[-6.72 -6.41 25.35]
25.95	,	[-6.69 -6.52]	,	[-6.69 -6.52 25.11]	,	[-6.69 -6.52 25.11]
25.96	,	[-6.67 -6.65]	,	[-6.67 -6.65 24.87]	,	[-6.67 -6.65 24.87]
25.97	,	[-6.67 -6.79]	,	[-6.67 -6.79 24.65]	,	[-6.67 -6.79 24.65]
25.98	,	[-6.68 -6.95]	,	[-6.68 -6.95 24.45]	,	[-6.68 -6.95 24.45]
25.99	,	[-6.71 -7.11]	,	[-6.71 -7.11 24.26]	,	[-6.71 -7.11 24.26]
26.0	,	[-6.75 -7.29]	,	[-6.75 -7.29 24.09]	,	[-6.75 -7.29 24.09]
26.01	,	[-6.8  -7.48]	,	[-6.8  -7.48 23.94]	,	[-6.8  -7.48 23.94]
26.02	,	[-6.87 -7.69]	,	[-6.87 -7.69 23.81]	,	[-6.87 -7.69 23.81]
26.03	,	[-6.95 -7.9 ]	,	[-6.95 -7.9  23.7 ]	,	[-6.95 -7.9  23.7 ]
26.04	,	[-7.05 -8.12]	,	[-7.05 -8.12 23.62]	,	[-7.05 -8.12 23.62]
26.05	,	[-7.15 -8.34]	,	[-7.15 -8.34 23.56]	,	[-7.15 -8.34 23.56]
26.06	,	[-7.27 -8.58]	,	[-7.27 -8.58 23.53]	,	[-7.27 -8.58 23.53]
26.07	,	[-7.4  -8.82]	,	[-7.4  -8.82 23.53]	,	[-7.4  -8.82 23.53]
26.08	,	[-7.54 -9.06]	,	[-7.54 -9.06 23.55]	,	[-7.54 -9.06 23.55]
26.09	,	[-7.7  -9.31]	,	[-7.7  -9.31 23.61]	,	[-7.7  -9.31 23.61]
26.1	,	[-7.86 -9.55]	,	[-7.86 -9.55 23.7 ]	,	[-7.86 -9.55 23.7 ]
26.11	,	[-8.03 -9.79]	,	[-8.03 -9.79 23.81]	,	[-8.03 -9.79 23.81]
26.12	,	[ -8.2  -10.03]	,	[ -8.2  -10.03  23.96]	,	[ -8.2  -10.03  23.96]
26.13	,	[ -8.39 -10.26]	,	[ -8.39 -10.26  24.15]	,	[ -8.39 -10.26  24.15]
26.14	,	[ -8.57 -10.48]	,	[ -8.57 -10.48  24.36]	,	[ -8.57 -10.48  24.36]
26.15	,	[ -8.76 -10.69]	,	[ -8.76 -10.69  24.61]	,	[ -8.76 -10.69  24.61]
26.16	,	[ -8.96 -10.88]	,	[ -8.96 -10.88  24.89]	,	[ -8.96 -10.88  24.89]
26.17	,	[ -9.15 -11.05]	,	[ -9.15 -11.05  25.2 ]	,	[ -9.15 -11.05  25.2 ]
26.18	,	[ -9.34 -11.19]	,	[ -9.34 -11.19  25.54]	,	[ -9.34 -11.19  25.54]
26.19	,	[ -9.52 -11.31]	,	[ -9.52 -11.31  25.91]	,	[ -9.52 -11.31  25.91]
26.2	,	[ -9.7 -11.4]	,	[ -9.7  -11.4   26.29]	,	[ -9.7  -11.4   26.29]
26.21	,	[ -9.87 -11.45]	,	[ -9.87 -11.45  26.7 ]	,	[ -9.87 -11.45  26.7 ]
26.22	,	[-10.03 -11.46]	,	[-10.03 -11.46  27.12]	,	[-10.03 -11.46  27.12]
26.23	,	[-10.17 -11.44]	,	[-10.17 -11.44  27.54]	,	[-10.17 -11.44  27.54]
26.24	,	[-10.3  -11.37]	,	[-10.3  -11.37  27.97]	,	[-10.3  -11.37  27.97]
26.25	,	[-10.41 -11.26]	,	[-10.41 -11.26  28.4 ]	,	[-10.41 -11.26  28.4 ]
26.26	,	[-10.49 -11.1 ]	,	[-10.49 -11.1   28.81]	,	[-10.49 -11.1   28.81]
26.27	,	[-10.55 -10.91]	,	[-10.55 -10.91  29.21]	,	[-10.55 -10.91  29.21]
26.28	,	[-10.59 -10.67]	,	[-10.59 -10.67  29.58]	,	[-10.59 -10.67  29.58]
26.29	,	[-10.6 -10.4]	,	[-10.6  -10.4   29.92]	,	[-10.6  -10.4   29.92]
26.3	,	[-10.58 -10.09]	,	[-10.58 -10.09  30.23]	,	[-10.58 -10.09  30.23]
26.31	,	[-10.53  -9.75]	,	[-10.53  -9.75  30.49]	,	[-10.53  -9.75  30.49]
26.32	,	[-10.45  -9.39]	,	[-10.45  -9.39  30.7 ]	,	[-10.45  -9.39  30.7 ]
26.33	,	[-10.34  -9.02]	,	[-10.34  -9.02  30.86]	,	[-10.34  -9.02  30.86]
26.34	,	[-10.21  -8.63]	,	[-10.21  -8.63  30.97]	,	[-10.21  -8.63  30.97]
26.35	,	[-10.05  -8.24]	,	[-10.05  -8.24  31.03]	,	[-10.05  -8.24  31.03]
26.36	,	[-9.87 -7.85]	,	[-9.87 -7.85 31.03]	,	[-9.87 -7.85 31.03]
26.37	,	[-9.67 -7.48]	,	[-9.67 -7.48 30.98]	,	[-9.67 -7.48 30.98]
26.38	,	[-9.45 -7.11]	,	[-9.45 -7.11 30.87]	,	[-9.45 -7.11 30.87]
26.39	,	[-9.22 -6.77]	,	[-9.22 -6.77 30.72]	,	[-9.22 -6.77 30.72]
26.4	,	[-8.97 -6.45]	,	[-8.97 -6.45 30.53]	,	[-8.97 -6.45 30.53]
26.41	,	[-8.72 -6.16]	,	[-8.72 -6.16 30.29]	,	[-8.72 -6.16 30.29]
26.42	,	[-8.46 -5.9 ]	,	[-8.46 -5.9  30.02]	,	[-8.46 -5.9  30.02]
26.43	,	[-8.21 -5.67]	,	[-8.21 -5.67 29.72]	,	[-8.21 -5.67 29.72]
26.44	,	[-7.95 -5.47]	,	[-7.95 -5.47 29.39]	,	[-7.95 -5.47 29.39]
26.45	,	[-7.71 -5.31]	,	[-7.71 -5.31 29.05]	,	[-7.71 -5.31 29.05]
26.46	,	[-7.47 -5.17]	,	[-7.47 -5.17 28.68]	,	[-7.47 -5.17 28.68]
26.47	,	[-7.24 -5.07]	,	[-7.24 -5.07 28.3 ]	,	[-7.24 -5.07 28.3 ]
26.48	,	[-7.02 -5.  ]	,	[-7.02 -5.   27.91]	,	[-7.02 -5.   27.91]
26.49	,	[-6.82 -4.95]	,	[-6.82 -4.95 27.52]	,	[-6.82 -4.95 27.52]
26.5	,	[-6.63 -4.94]	,	[-6.63 -4.94 27.12]	,	[-6.63 -4.94 27.12]
26.51	,	[-6.46 -4.94]	,	[-6.46 -4.94 26.73]	,	[-6.46 -4.94 26.73]
26.52	,	[-6.31 -4.98]	,	[-6.31 -4.98 26.33]	,	[-6.31 -4.98 26.33]
26.53	,	[-6.18 -5.03]	,	[-6.18 -5.03 25.95]	,	[-6.18 -5.03 25.95]
26.54	,	[-6.06 -5.11]	,	[-6.06 -5.11 25.57]	,	[-6.06 -5.11 25.57]
26.55	,	[-5.97 -5.21]	,	[-5.97 -5.21 25.19]	,	[-5.97 -5.21 25.19]
26.56	,	[-5.89 -5.32]	,	[-5.89 -5.32 24.83]	,	[-5.89 -5.32 24.83]
26.57	,	[-5.83 -5.45]	,	[-5.83 -5.45 24.48]	,	[-5.83 -5.45 24.48]
26.58	,	[-5.8  -5.61]	,	[-5.8  -5.61 24.15]	,	[-5.8  -5.61 24.15]
26.59	,	[-5.78 -5.77]	,	[-5.78 -5.77 23.83]	,	[-5.78 -5.77 23.83]
26.6	,	[-5.78 -5.96]	,	[-5.78 -5.96 23.53]	,	[-5.78 -5.96 23.53]
26.61	,	[-5.79 -6.15]	,	[-5.79 -6.15 23.24]	,	[-5.79 -6.15 23.24]
26.62	,	[-5.83 -6.37]	,	[-5.83 -6.37 22.98]	,	[-5.83 -6.37 22.98]
26.63	,	[-5.88 -6.6 ]	,	[-5.88 -6.6  22.74]	,	[-5.88 -6.6  22.74]
26.64	,	[-5.96 -6.84]	,	[-5.96 -6.84 22.52]	,	[-5.96 -6.84 22.52]
26.65	,	[-6.04 -7.1 ]	,	[-6.04 -7.1  22.33]	,	[-6.04 -7.1  22.33]
26.66	,	[-6.15 -7.37]	,	[-6.15 -7.37 22.16]	,	[-6.15 -7.37 22.16]
26.67	,	[-6.27 -7.66]	,	[-6.27 -7.66 22.02]	,	[-6.27 -7.66 22.02]
26.68	,	[-6.41 -7.95]	,	[-6.41 -7.95 21.92]	,	[-6.41 -7.95 21.92]
26.69	,	[-6.56 -8.26]	,	[-6.56 -8.26 21.84]	,	[-6.56 -8.26 21.84]
26.7	,	[-6.73 -8.59]	,	[-6.73 -8.59 21.8 ]	,	[-6.73 -8.59 21.8 ]
26.71	,	[-6.92 -8.92]	,	[-6.92 -8.92 21.8 ]	,	[-6.92 -8.92 21.8 ]
26.72	,	[-7.12 -9.26]	,	[-7.12 -9.26 21.84]	,	[-7.12 -9.26 21.84]
26.73	,	[-7.33 -9.6 ]	,	[-7.33 -9.6  21.91]	,	[-7.33 -9.6  21.91]
26.74	,	[-7.56 -9.95]	,	[-7.56 -9.95 22.03]	,	[-7.56 -9.95 22.03]
26.75	,	[ -7.8  -10.31]	,	[ -7.8  -10.31  22.2 ]	,	[ -7.8  -10.31  22.2 ]
26.76	,	[ -8.05 -10.66]	,	[ -8.05 -10.66  22.41]	,	[ -8.05 -10.66  22.41]
26.77	,	[ -8.31 -11.  ]	,	[ -8.31 -11.    22.67]	,	[ -8.31 -11.    22.67]
26.78	,	[ -8.58 -11.33]	,	[ -8.58 -11.33  22.98]	,	[ -8.58 -11.33  22.98]
26.79	,	[ -8.85 -11.65]	,	[ -8.85 -11.65  23.34]	,	[ -8.85 -11.65  23.34]
26.8	,	[ -9.13 -11.95]	,	[ -9.13 -11.95  23.75]	,	[ -9.13 -11.95  23.75]
26.81	,	[ -9.42 -12.21]	,	[ -9.42 -12.21  24.21]	,	[ -9.42 -12.21  24.21]
26.82	,	[ -9.7  -12.45]	,	[ -9.7  -12.45  24.71]	,	[ -9.7  -12.45  24.71]
26.83	,	[ -9.97 -12.64]	,	[ -9.97 -12.64  25.26]	,	[ -9.97 -12.64  25.26]
26.84	,	[-10.24 -12.79]	,	[-10.24 -12.79  25.85]	,	[-10.24 -12.79  25.85]
26.85	,	[-10.49 -12.88]	,	[-10.49 -12.88  26.47]	,	[-10.49 -12.88  26.47]
26.86	,	[-10.73 -12.92]	,	[-10.73 -12.92  27.11]	,	[-10.73 -12.92  27.11]
26.87	,	[-10.95 -12.88]	,	[-10.95 -12.88  27.78]	,	[-10.95 -12.88  27.78]
26.88	,	[-11.14 -12.78]	,	[-11.14 -12.78  28.45]	,	[-11.14 -12.78  28.45]
26.89	,	[-11.31 -12.6 ]	,	[-11.31 -12.6   29.11]	,	[-11.31 -12.6   29.11]
26.9	,	[-11.44 -12.35]	,	[-11.44 -12.35  29.76]	,	[-11.44 -12.35  29.76]
26.91	,	[-11.53 -12.02]	,	[-11.53 -12.02  30.38]	,	[-11.53 -12.02  30.38]
26.92	,	[-11.58 -11.63]	,	[-11.58 -11.63  30.95]	,	[-11.58 -11.63  30.95]
26.93	,	[-11.58 -11.17]	,	[-11.58 -11.17  31.48]	,	[-11.58 -11.17  31.48]
26.94	,	[-11.54 -10.66]	,	[-11.54 -10.66  31.93]	,	[-11.54 -10.66  31.93]
26.95	,	[-11.45 -10.1 ]	,	[-11.45 -10.1   32.31]	,	[-11.45 -10.1   32.31]
26.96	,	[-11.32  -9.5 ]	,	[-11.32  -9.5   32.6 ]	,	[-11.32  -9.5   32.6 ]
26.97	,	[-11.14  -8.89]	,	[-11.14  -8.89  32.81]	,	[-11.14  -8.89  32.81]
26.98	,	[-10.91  -8.26]	,	[-10.91  -8.26  32.92]	,	[-10.91  -8.26  32.92]
26.99	,	[-10.65  -7.64]	,	[-10.65  -7.64  32.95]	,	[-10.65  -7.64  32.95]
27.0	,	[-10.35  -7.04]	,	[-10.35  -7.04  32.88]	,	[-10.35  -7.04  32.88]
27.01	,	[-10.02  -6.46]	,	[-10.02  -6.46  32.73]	,	[-10.02  -6.46  32.73]
27.02	,	[-9.66 -5.92]	,	[-9.66 -5.92 32.51]	,	[-9.66 -5.92 32.51]
27.03	,	[-9.29 -5.43]	,	[-9.29 -5.43 32.21]	,	[-9.29 -5.43 32.21]
27.04	,	[-8.9  -4.98]	,	[-8.9  -4.98 31.86]	,	[-8.9  -4.98 31.86]
27.05	,	[-8.51 -4.59]	,	[-8.51 -4.59 31.45]	,	[-8.51 -4.59 31.45]
27.06	,	[-8.12 -4.25]	,	[-8.12 -4.25 31.01]	,	[-8.12 -4.25 31.01]
27.07	,	[-7.73 -3.96]	,	[-7.73 -3.96 30.52]	,	[-7.73 -3.96 30.52]
27.08	,	[-7.35 -3.73]	,	[-7.35 -3.73 30.02]	,	[-7.35 -3.73 30.02]
27.09	,	[-6.99 -3.54]	,	[-6.99 -3.54 29.49]	,	[-6.99 -3.54 29.49]
27.1	,	[-6.65 -3.4 ]	,	[-6.65 -3.4  28.95]	,	[-6.65 -3.4  28.95]
27.11	,	[-6.32 -3.31]	,	[-6.32 -3.31 28.41]	,	[-6.32 -3.31 28.41]
27.12	,	[-6.02 -3.25]	,	[-6.02 -3.25 27.86]	,	[-6.02 -3.25 27.86]
27.13	,	[-5.74 -3.22]	,	[-5.74 -3.22 27.31]	,	[-5.74 -3.22 27.31]
27.14	,	[-5.49 -3.23]	,	[-5.49 -3.23 26.77]	,	[-5.49 -3.23 26.77]
27.15	,	[-5.27 -3.27]	,	[-5.27 -3.27 26.23]	,	[-5.27 -3.27 26.23]
27.16	,	[-5.07 -3.33]	,	[-5.07 -3.33 25.7 ]	,	[-5.07 -3.33 25.7 ]
27.17	,	[-4.89 -3.41]	,	[-4.89 -3.41 25.19]	,	[-4.89 -3.41 25.19]
27.18	,	[-4.74 -3.51]	,	[-4.74 -3.51 24.68]	,	[-4.74 -3.51 24.68]
27.19	,	[-4.62 -3.64]	,	[-4.62 -3.64 24.19]	,	[-4.62 -3.64 24.19]
27.2	,	[-4.52 -3.78]	,	[-4.52 -3.78 23.71]	,	[-4.52 -3.78 23.71]
27.21	,	[-4.45 -3.93]	,	[-4.45 -3.93 23.25]	,	[-4.45 -3.93 23.25]
27.22	,	[-4.4 -4.1]	,	[-4.4  -4.1  22.81]	,	[-4.4  -4.1  22.81]
27.23	,	[-4.37 -4.29]	,	[-4.37 -4.29 22.38]	,	[-4.37 -4.29 22.38]
27.24	,	[-4.36 -4.49]	,	[-4.36 -4.49 21.97]	,	[-4.36 -4.49 21.97]
27.25	,	[-4.37 -4.71]	,	[-4.37 -4.71 21.58]	,	[-4.37 -4.71 21.58]
27.26	,	[-4.41 -4.95]	,	[-4.41 -4.95 21.21]	,	[-4.41 -4.95 21.21]
27.27	,	[-4.46 -5.2 ]	,	[-4.46 -5.2  20.86]	,	[-4.46 -5.2  20.86]
27.28	,	[-4.53 -5.46]	,	[-4.53 -5.46 20.54]	,	[-4.53 -5.46 20.54]
27.29	,	[-4.63 -5.75]	,	[-4.63 -5.75 20.24]	,	[-4.63 -5.75 20.24]
27.3	,	[-4.74 -6.05]	,	[-4.74 -6.05 19.96]	,	[-4.74 -6.05 19.96]
27.31	,	[-4.87 -6.37]	,	[-4.87 -6.37 19.72]	,	[-4.87 -6.37 19.72]
27.32	,	[-5.02 -6.71]	,	[-5.02 -6.71 19.5 ]	,	[-5.02 -6.71 19.5 ]
27.33	,	[-5.19 -7.07]	,	[-5.19 -7.07 19.32]	,	[-5.19 -7.07 19.32]
27.34	,	[-5.38 -7.45]	,	[-5.38 -7.45 19.17]	,	[-5.38 -7.45 19.17]
27.35	,	[-5.58 -7.85]	,	[-5.58 -7.85 19.06]	,	[-5.58 -7.85 19.06]
27.36	,	[-5.81 -8.27]	,	[-5.81 -8.27 18.99]	,	[-5.81 -8.27 18.99]
27.37	,	[-6.06 -8.71]	,	[-6.06 -8.71 18.96]	,	[-6.06 -8.71 18.96]
27.38	,	[-6.32 -9.17]	,	[-6.32 -9.17 18.99]	,	[-6.32 -9.17 18.99]
27.39	,	[-6.61 -9.65]	,	[-6.61 -9.65 19.06]	,	[-6.61 -9.65 19.06]
27.4	,	[ -6.91 -10.14]	,	[ -6.91 -10.14  19.19]	,	[ -6.91 -10.14  19.19]
27.41	,	[ -7.23 -10.65]	,	[ -7.23 -10.65  19.38]	,	[ -7.23 -10.65  19.38]
27.42	,	[ -7.57 -11.17]	,	[ -7.57 -11.17  19.63]	,	[ -7.57 -11.17  19.63]
27.43	,	[ -7.93 -11.69]	,	[ -7.93 -11.69  19.95]	,	[ -7.93 -11.69  19.95]
27.44	,	[ -8.31 -12.21]	,	[ -8.31 -12.21  20.35]	,	[ -8.31 -12.21  20.35]
27.45	,	[ -8.7  -12.72]	,	[ -8.7  -12.72  20.82]	,	[ -8.7  -12.72  20.82]
27.46	,	[ -9.1  -13.22]	,	[ -9.1  -13.22  21.37]	,	[ -9.1  -13.22  21.37]
27.47	,	[ -9.51 -13.69]	,	[ -9.51 -13.69  22.01]	,	[ -9.51 -13.69  22.01]
27.48	,	[ -9.93 -14.13]	,	[ -9.93 -14.13  22.72]	,	[ -9.93 -14.13  22.72]
27.49	,	[-10.35 -14.51]	,	[-10.35 -14.51  23.52]	,	[-10.35 -14.51  23.52]
27.5	,	[-10.77 -14.83]	,	[-10.77 -14.83  24.39]	,	[-10.77 -14.83  24.39]
27.51	,	[-11.17 -15.07]	,	[-11.17 -15.07  25.34]	,	[-11.17 -15.07  25.34]
27.52	,	[-11.56 -15.21]	,	[-11.56 -15.21  26.35]	,	[-11.56 -15.21  26.35]
27.53	,	[-11.93 -15.25]	,	[-11.93 -15.25  27.4 ]	,	[-11.93 -15.25  27.4 ]
27.54	,	[-12.26 -15.17]	,	[-12.26 -15.17  28.49]	,	[-12.26 -15.17  28.49]
27.55	,	[-12.55 -14.96]	,	[-12.55 -14.96  29.59]	,	[-12.55 -14.96  29.59]
27.56	,	[-12.79 -14.61]	,	[-12.79 -14.61  30.68]	,	[-12.79 -14.61  30.68]
27.57	,	[-12.97 -14.12]	,	[-12.97 -14.12  31.73]	,	[-12.97 -14.12  31.73]
27.58	,	[-13.09 -13.5 ]	,	[-13.09 -13.5   32.72]	,	[-13.09 -13.5   32.72]
27.59	,	[-13.13 -12.74]	,	[-13.13 -12.74  33.61]	,	[-13.13 -12.74  33.61]
27.6	,	[-13.09 -11.88]	,	[-13.09 -11.88  34.39]	,	[-13.09 -11.88  34.39]
27.61	,	[-12.97 -10.93]	,	[-12.97 -10.93  35.03]	,	[-12.97 -10.93  35.03]
27.62	,	[-12.77  -9.9 ]	,	[-12.77  -9.9   35.51]	,	[-12.77  -9.9   35.51]
27.63	,	[-12.48  -8.85]	,	[-12.48  -8.85  35.83]	,	[-12.48  -8.85  35.83]
27.64	,	[-12.12  -7.78]	,	[-12.12  -7.78  35.97]	,	[-12.12  -7.78  35.97]
27.65	,	[-11.68  -6.74]	,	[-11.68  -6.74  35.96]	,	[-11.68  -6.74  35.96]
27.66	,	[-11.19  -5.74]	,	[-11.19  -5.74  35.79]	,	[-11.19  -5.74  35.79]
27.67	,	[-10.64  -4.81]	,	[-10.64  -4.81  35.47]	,	[-10.64  -4.81  35.47]
27.68	,	[-10.06  -3.97]	,	[-10.06  -3.97  35.04]	,	[-10.06  -3.97  35.04]
27.69	,	[-9.45 -3.22]	,	[-9.45 -3.22 34.51]	,	[-9.45 -3.22 34.51]
27.7	,	[-8.83 -2.57]	,	[-8.83 -2.57 33.89]	,	[-8.83 -2.57 33.89]
27.71	,	[-8.2  -2.03]	,	[-8.2  -2.03 33.21]	,	[-8.2  -2.03 33.21]
27.72	,	[-7.59 -1.58]	,	[-7.59 -1.58 32.49]	,	[-7.59 -1.58 32.49]
27.73	,	[-6.98 -1.22]	,	[-6.98 -1.22 31.75]	,	[-6.98 -1.22 31.75]
27.74	,	[-6.41 -0.95]	,	[-6.41 -0.95 30.99]	,	[-6.41 -0.95 30.99]
27.75	,	[-5.86 -0.75]	,	[-5.86 -0.75 30.22]	,	[-5.86 -0.75 30.22]
27.76	,	[-5.35 -0.61]	,	[-5.35 -0.61 29.46]	,	[-5.35 -0.61 29.46]
27.77	,	[-4.88 -0.53]	,	[-4.88 -0.53 28.71]	,	[-4.88 -0.53 28.71]
27.78	,	[-4.44 -0.49]	,	[-4.44 -0.49 27.97]	,	[-4.44 -0.49 27.97]
27.79	,	[-4.05 -0.48]	,	[-4.05 -0.48 27.24]	,	[-4.05 -0.48 27.24]
27.8	,	[-3.69 -0.51]	,	[-3.69 -0.51 26.53]	,	[-3.69 -0.51 26.53]
27.81	,	[-3.37 -0.56]	,	[-3.37 -0.56 25.85]	,	[-3.37 -0.56 25.85]
27.82	,	[-3.09 -0.63]	,	[-3.09 -0.63 25.18]	,	[-3.09 -0.63 25.18]
27.83	,	[-2.84 -0.71]	,	[-2.84 -0.71 24.52]	,	[-2.84 -0.71 24.52]
27.84	,	[-2.63 -0.8 ]	,	[-2.63 -0.8  23.89]	,	[-2.63 -0.8  23.89]
27.85	,	[-2.45 -0.9 ]	,	[-2.45 -0.9  23.27]	,	[-2.45 -0.9  23.27]
27.86	,	[-2.29 -1.01]	,	[-2.29 -1.01 22.68]	,	[-2.29 -1.01 22.68]
27.87	,	[-2.16 -1.12]	,	[-2.16 -1.12 22.09]	,	[-2.16 -1.12 22.09]
27.88	,	[-2.06 -1.23]	,	[-2.06 -1.23 21.53]	,	[-2.06 -1.23 21.53]
27.89	,	[-1.98 -1.35]	,	[-1.98 -1.35 20.98]	,	[-1.98 -1.35 20.98]
27.9	,	[-1.91 -1.48]	,	[-1.91 -1.48 20.45]	,	[-1.91 -1.48 20.45]
27.91	,	[-1.87 -1.61]	,	[-1.87 -1.61 19.93]	,	[-1.87 -1.61 19.93]
27.92	,	[-1.84 -1.74]	,	[-1.84 -1.74 19.43]	,	[-1.84 -1.74 19.43]
27.93	,	[-1.83 -1.89]	,	[-1.83 -1.89 18.94]	,	[-1.83 -1.89 18.94]
27.94	,	[-1.84 -2.03]	,	[-1.84 -2.03 18.47]	,	[-1.84 -2.03 18.47]
27.95	,	[-1.86 -2.19]	,	[-1.86 -2.19 18.02]	,	[-1.86 -2.19 18.02]
27.96	,	[-1.89 -2.35]	,	[-1.89 -2.35 17.58]	,	[-1.89 -2.35 17.58]
27.97	,	[-1.94 -2.52]	,	[-1.94 -2.52 17.15]	,	[-1.94 -2.52 17.15]
27.98	,	[-2.   -2.71]	,	[-2.   -2.71 16.74]	,	[-2.   -2.71 16.74]
27.99	,	[-2.07 -2.91]	,	[-2.07 -2.91 16.35]	,	[-2.07 -2.91 16.35]
28.0	,	[-2.15 -3.12]	,	[-2.15 -3.12 15.98]	,	[-2.15 -3.12 15.98]
28.01	,	[-2.25 -3.35]	,	[-2.25 -3.35 15.62]	,	[-2.25 -3.35 15.62]
28.02	,	[-2.36 -3.59]	,	[-2.36 -3.59 15.28]	,	[-2.36 -3.59 15.28]
28.03	,	[-2.48 -3.86]	,	[-2.48 -3.86 14.95]	,	[-2.48 -3.86 14.95]
28.04	,	[-2.62 -4.14]	,	[-2.62 -4.14 14.65]	,	[-2.62 -4.14 14.65]
28.05	,	[-2.77 -4.45]	,	[-2.77 -4.45 14.37]	,	[-2.77 -4.45 14.37]
28.06	,	[-2.94 -4.78]	,	[-2.94 -4.78 14.11]	,	[-2.94 -4.78 14.11]
28.07	,	[-3.12 -5.14]	,	[-3.12 -5.14 13.87]	,	[-3.12 -5.14 13.87]
28.08	,	[-3.33 -5.53]	,	[-3.33 -5.53 13.66]	,	[-3.33 -5.53 13.66]
